名称（基本）,名称,緯度,経度,標高 (m),所在地,津波発生時,耐震性,対応している災害,対応していない災害,欲しいもの,足りているもの,困っていること,その他連絡事項,福祉,状況,避難所の種類,状況・避難所の種類（グループ分け用）,開設日時,閉鎖日時,避難者数,避難者数のカウント日時,出典,不明点,更新日時,編集者
九州学院,（閉鎖）九州学院,32.7990567,130.7219955,,熊本県 熊本市中央区 大江 5丁目2-1,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.kumamoto.jp/hpkiji/pub/detail.aspx?c_id=5&type=top&id=12495,,2016-04-30 03:09:30 +0900,藤田
西消防署,（閉鎖）西消防署,32.7960063,130.6982116,,熊本県 熊本市中央区 米屋町 1丁目12,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.kumamoto.jp/hpkiji/pub/detail.aspx?c_id=5&type=top&id=12495,,2016-04-30 03:09:30 +0900,藤田
開新高校,（閉鎖）開新高校,32.7996567,130.7267009,,熊本県 熊本市中央区 大江 6丁目1-33,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.kumamoto.jp/hpkiji/pub/detail.aspx?c_id=5&type=top&id=12495,,2016-04-30 03:09:30 +0900,藤田
出水南コミュニティセンター,（閉鎖）出水南コミュニティセンター,32.778123,130.7226096,,熊本県 熊本市中央区 出水 7丁目30-30,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.kumamoto.jp/hpkiji/pub/detail.aspx?c_id=5&type=top&id=12495,,2016-04-30 03:09:30 +0900,藤田
碩台コミュニティセンター,（閉鎖）碩台コミュニティセンター,32.8100568,130.7162135,,熊本県 熊本市中央区 北千反畑町 5-18,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.kumamoto.jp/hpkiji/pub/detail.aspx?c_id=5&type=top&id=12495,,2016-04-30 03:09:30 +0900,藤田
砂取コミュニティセンター,（閉鎖）砂取コミュニティセンター,32.7832748,130.7363453,,熊本県 熊本市中央区 神水本町 6-29,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.kumamoto.jp/hpkiji/pub/detail.aspx?c_id=5&type=top&id=12495,,2016-04-30 03:09:30 +0900,藤田
県教育会館,（閉鎖）県教育会館,32.798124,130.7150054,,熊本県 熊本市中央区 九品寺 1丁目11-4,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.kumamoto.jp/hpkiji/pub/detail.aspx?c_id=5&type=top&id=12495,,2016-04-30 03:09:30 +0900,藤田
亀継公園,（閉鎖）亀継公園,32.7815471,130.7184519,,熊本県 熊本市中央区 出水 6丁目6,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.kumamoto.jp/hpkiji/pub/detail.aspx?c_id=5&type=top&id=12495,,2016-04-30 03:09:30 +0900,藤田
二の丸公園,（閉鎖）二の丸公園,32.8054333,130.7024444,,熊本県 熊本市中央区 二の丸 2-3,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.kumamoto.jp/hpkiji/pub/detail.aspx?c_id=5&type=top&id=12495,,2016-04-30 03:09:30 +0900,藤田
向山小学校,（閉鎖）向山小学校,32.789431,130.700005,,熊本県 熊本市中央区 本山 4丁目5−11,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.kumamoto.jp/hpkiji/pub/detail.aspx?c_id=5&type=top&id=12495,,2016-04-30 03:09:30 +0900,藤田
国立熊本大学教育学部附属小学校・中学校,（閉鎖）国立熊本大学教育学部附属小学校・中学校,32.817967,130.7037,,熊本県 熊本市中央区 京町本丁 5-12,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.kumamoto.jp/hpkiji/pub/detail.aspx?c_id=5&type=top&id=12495,,2016-04-30 03:09:30 +0900,藤田
熊本大学薬学部,（閉鎖）熊本大学薬学部,32.7945098,130.7208624,,熊本県 熊本市中央区 大江本町 5-1,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.kumamoto.jp/hpkiji/pub/detail.aspx?c_id=5&type=top&id=12495,,2016-04-30 03:09:30 +0900,藤田
西出門,（閉鎖）西出門＜詳細位置不明＞,,,,熊本県 熊本市中央区,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.kumamoto.jp/hpkiji/pub/detail.aspx?c_id=5&type=top&id=12495,詳細位置不明,2016-04-30 03:09:30 +0900,藤田
世安公設団地,（閉鎖）世安公設団地,32.782672,130.700714,,熊本県 熊本市中央区 世安町 52-1,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）, 「市営世安団地」と思われるので、その位置にマッピング,,閉鎖,,閉鎖,,,,,http://www.city.kumamoto.jp/hpkiji/pub/detail.aspx?c_id=5&type=top&id=12495,,2016-04-30 03:09:30 +0900,藤田
八王子公民館,（閉鎖）八王子公民館＜詳細位置不明＞,,,,熊本県 熊本市中央区,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,http://www.city.kumamoto.jp/hpkiji/pub/detail.aspx?c_id=5&type=top&id=12495,詳細位置不明,2016-04-30 03:09:30 +0900,藤田
秋津出張所,（開設中）秋津出張所,32.7712018,130.773298,,熊本県 熊本市東区 秋津 3丁目15-1,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,,開設中,,,,,http://www.city.kumamoto.jp/hpkiji/pub/detail.aspx?c_id=5&type=top&id=12495,,2016-04-30 03:09:30 +0900,藤田
秋津小学校,（開設中）秋津小学校,32.7726147,130.7719461,,熊本県 熊本市東区 秋津 3丁目9-20,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,,開設中,,,,,http://www.city.kumamoto.jp/hpkiji/pub/detail.aspx?c_id=5&type=top&id=12495,,2016-04-30 03:09:30 +0900,藤田
東野中学校,（開設中）東野中学校,32.7747117,130.7677797,,熊本県 熊本市東区 東野 3丁目6-50,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,,開設中,,,,,http://www.city.kumamoto.jp/hpkiji/pub/detail.aspx?c_id=5&type=top&id=12495,,2016-04-30 03:09:30 +0900,藤田
秋津中央公園,（開設中）秋津中央公園,32.775713,130.77348,,熊本県 熊本市東区 東野 2丁目26,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,,開設中,,,,,http://www.city.kumamoto.jp/hpkiji/pub/detail.aspx?c_id=5&type=top&id=12495,,2016-04-30 03:09:30 +0900,藤田
泉ケ丘小学校,（開設中）泉ケ丘小学校,32.776728,130.753313,,熊本県 熊本市東区 水源 1丁目7-1,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,,開設中,,,,,http://www.city.kumamoto.jp/hpkiji/pub/detail.aspx?c_id=5&type=top&id=12495,,2016-04-30 03:09:30 +0900,藤田
画図小学校,（開設中）画図小学校,32.7672346,130.7400787,,熊本県 熊本市東区 下江津 8丁目1-6,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,,開設中,,,,,http://www.city.kumamoto.jp/hpkiji/pub/detail.aspx?c_id=5&type=top&id=12495,,2016-04-30 03:09:30 +0900,藤田
尾ノ上小学校,（開設中）尾ノ上小学校,32.7935405,130.75385,,熊本県 熊本市東区 尾ノ上 2丁目8-1,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,,開設中,,,,,http://www.city.kumamoto.jp/hpkiji/pub/detail.aspx?c_id=5&type=top&id=12495,,2016-04-30 03:09:30 +0900,藤田
錦ケ丘中学校,（開設中）錦ケ丘中学校,32.7909098,130.7572116,,熊本県 熊本市東区 錦ケ丘 22-1,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,開設中,,開設中,,,,,http://www.city.kumamoto.jp/hpkiji/pub/detail.aspx?c_id=5&type=top&id=12495,,2016-04-30 03:09:30 +0900,藤田
