名称,名称（基本）,所在地,緯度,経度,標高 (m),津波発生時,耐震性,対応している災害,対応していない災害,欲しいもの,足りているもの,困っていること,その他連絡事項,福祉,状況,避難所の種類,避難所の種類・状況,開設日時,閉鎖日時,避難者数,避難者数のカウント日時,出典,不明点,確認日時,編集者
（詳細不明）【自主】剣神社横（北甘木）＜詳細位置不明＞,剣神社横（北甘木）,熊本県 上益城郡嘉島町 北甘木,,,,,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,詳細不明,自主,自主・詳細不明,,,,,"http://www.town.kashima.kumamoto.jp/q/aview/52/794.html#hinanjo
http://www.town.kashima.kumamoto.jp/q/aview/55/824.html",詳細位置不明,2016-07-10 22:57 +0900,藤田 周
（詳細不明）【自主】三郎無田公民館,三郎無田公民館,熊本県 上益城郡嘉島町 下六嘉 1681-4,32.761647,130.755049,6.76458931,危険,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,詳細不明,自主,自主・詳細不明,,,,,"http://www.town.kashima.kumamoto.jp/q/aview/52/794.html#hinanjo
http://www.town.kashima.kumamoto.jp/q/aview/55/824.html",,2016-07-10 22:57 +0900,藤田 周
（詳細不明）【自主】宮ノ前公園,宮ノ前公園,熊本県 上益城郡嘉島町 上島 2718,32.737855,130.753243,6.957006454,危険,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,詳細不明,自主,自主・詳細不明,,,,,"http://www.town.kashima.kumamoto.jp/q/aview/52/794.html#hinanjo
http://www.town.kashima.kumamoto.jp/q/aview/55/824.html",,2016-07-10 22:57 +0900,藤田 周
（詳細不明）下仲間公民館,下仲間公民館,熊本県 上益城郡嘉島町 下仲間 785,32.738173,130.719333,5.826833248,危険,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,詳細不明,,詳細不明,,,2,2016-05-21 08:00 +0900,"http://www.town.kashima.kumamoto.jp/q/aview/52/794.html#hinanjo
http://www.town.kashima.kumamoto.jp/dl?q=1036_filelib_3a3e4490b1ed949a302eb54a6bfd5e72.pdf",,2016-07-10 22:57 +0900,藤田 周
（閉鎖）滝河原公民館,滝河原公民館,熊本県 上益城郡嘉島町 上仲間,32.7422618,130.7323111,4.727560997,危険,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,"http://www.town.kashima.kumamoto.jp/q/aview/52/794.html#hinanjo
http://www.town.kashima.kumamoto.jp/dl?q=1036_filelib_3a3e4490b1ed949a302eb54a6bfd5e72.pdf",,2016-07-10 22:57 +0900,藤田 周
（閉鎖）上六嘉公民館,上六嘉公民館,熊本県 上益城郡嘉島町 上六嘉 229,32.742776,130.771164,8.123731613,危険,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,,,"http://www.town.kashima.kumamoto.jp/q/aview/52/794.html#hinanjo
http://www.town.kashima.kumamoto.jp/dl?q=1036_filelib_3a3e4490b1ed949a302eb54a6bfd5e72.pdf",,2016-07-10 22:57 +0900,藤田 周
（閉鎖）益城町保健福祉センター,益城町保健福祉センター,熊本県 上益城郡益城町 大字惣領 1470,32.7854195,130.801397,18.37792587,注意,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,280,2016/05/05,"http://www.town.mashiki.lg.jp/kiji/pub/default.aspx?c_id=136
http://www.town.mashiki.lg.jp/kiji/pub/detail.aspx?c_id=136&id=154
http://www.asahi.com/articles/ASJ4H0BTXJ4GUTIL0BB.html",,2016-07-10 22:57 +0900,藤田 周
（閉鎖）益城町総合体育館,益城町総合体育館,熊本県 上益城郡益城町 木山 236,32.7862528,130.8228509,8.607135773,危険,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,1283,2016/05/05,"http://www.town.mashiki.lg.jp/kiji/pub/default.aspx?c_id=136
http://www.town.mashiki.lg.jp/kiji/pub/detail.aspx?c_id=136&id=154
http://www.asahi.com/articles/ASJ4H0BTXJ4GUTIL0BB.html",,2016-07-10 22:57 +0900,藤田 周
（閉鎖）益城町交流情報センター,益城町交流情報センター,熊本県 上益城郡益城町 木山 236,32.7862528,130.8228509,8.607135773,危険,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,210,2016/05/05,"http://www.town.mashiki.lg.jp/kiji/pub/default.aspx?c_id=136
http://www.town.mashiki.lg.jp/kiji/pub/detail.aspx?c_id=136&id=154
http://www.asahi.com/articles/ASJ4H0BTXJ4GUTIL0BB.html",,2016-07-10 22:57 +0900,藤田 周
（閉鎖）飯野小学校,飯野小学校,熊本県 上益城郡益城町 砥川 910,32.7592106,130.8113361,11.05650139,注意,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,85,2016/05/05,"http://www.town.mashiki.lg.jp/kiji/pub/default.aspx?c_id=136
http://www.town.mashiki.lg.jp/kiji/pub/detail.aspx?c_id=136&id=154
http://www.asahi.com/articles/ASJ4H0BTXJ4GUTIL0BB.html",,2016-07-10 22:57 +0900,藤田 周
（閉鎖）広安小学校,広安小学校,熊本県 上益城郡益城町 馬水 35,32.7874638,130.8018219,21.84314346,注意,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,500,2016/05/05,"http://www.town.mashiki.lg.jp/kiji/pub/default.aspx?c_id=136
http://www.town.mashiki.lg.jp/kiji/pub/detail.aspx?c_id=136&id=154
http://www.asahi.com/articles/ASJ4H0BTXJ4GUTIL0BB.html",,2016-07-10 22:57 +0900,藤田 周
（閉鎖）広安西小学校,広安西小学校,熊本県 上益城郡益城町 福富 1001,32.7910747,130.7949891,22.44996452,注意,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,150,2016/05/05,"http://www.town.mashiki.lg.jp/kiji/pub/default.aspx?c_id=136
http://www.town.mashiki.lg.jp/kiji/pub/detail.aspx?c_id=136&id=154
http://www.asahi.com/articles/ASJ4H0BTXJ4GUTIL0BB.html",,2016-07-10 22:57 +0900,藤田 周
（閉鎖）益城中央小学校,益城中央小学校,熊本県 上益城郡益城町 寺迫 1142,32.7908915,130.8301281,10.7124567,注意,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,290,2016/05/05,"http://www.town.mashiki.lg.jp/kiji/pub/default.aspx?c_id=136
http://www.town.mashiki.lg.jp/kiji/pub/detail.aspx?c_id=136&id=154
http://www.asahi.com/articles/ASJ4H0BTXJ4GUTIL0BB.html",,2016-07-10 22:57 +0900,藤田 周
（閉鎖）社会福祉法人キリスト教児童福祉会 こども L.E.C.センター（広安愛児園 敷地内）,社会福祉法人キリスト教児童福祉会 こども L.E.C.センター（広安愛児園 敷地内）,熊本県 上益城郡益城町 古閑 73,32.801696,130.782877,49.46986008,注意,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,93,2016/05/05,"http://www.town.mashiki.lg.jp/kiji/pub/default.aspx?c_id=136
http://www.town.mashiki.lg.jp/kiji/pub/detail.aspx?c_id=136&id=154
http://www.asahi.com/articles/ASJ4H0BTXJ4GUTIL0BB.html",,2016-07-10 22:57 +0900,藤田 周
（閉鎖）グランメッセ熊本,グランメッセ熊本,熊本県 上益城郡益城町 福富 1010,32.7935246,130.7909616,34.47871399,注意,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,744,2016/05/05,"http://www.town.mashiki.lg.jp/kiji/pub/default.aspx?c_id=136
http://www.town.mashiki.lg.jp/kiji/pub/detail.aspx?c_id=136&id=154
http://www.asahi.com/articles/ASJ4H0BTXJ4GUTIL0BB.html",,2016-07-10 22:57 +0900,藤田 周
（閉鎖）阿蘇熊本空港ホテルエミナース,阿蘇熊本空港ホテルエミナース,熊本県 上益城郡益城町 田原 2071-1,32.823947,130.8469373,171.5617371,安全,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,1000,2016/05/05,"http://www.town.mashiki.lg.jp/kiji/pub/default.aspx?c_id=136
http://www.town.mashiki.lg.jp/kiji/pub/detail.aspx?c_id=136&id=154
http://www.asahi.com/articles/ASJ4H0BTXJ4GUTIL0BB.html",,2016-07-10 22:57 +0900,藤田 周
（閉鎖）いこいの里,いこいの里,熊本県 上益城郡益城町 福原 1988-1,32.782876,130.832055,19.44730759,注意,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,50,2016/05/05,"http://www.town.mashiki.lg.jp/kiji/pub/default.aspx?c_id=136
http://www.town.mashiki.lg.jp/kiji/pub/detail.aspx?c_id=136&id=154
http://www.asahi.com/articles/ASJ4H0BTXJ4GUTIL0BB.html",,2016-07-10 22:57 +0900,藤田 周
（閉鎖）益城町立益城幼稚園,益城町立益城幼稚園,熊本県 上益城郡益城町 木山 589,32.800358,130.816496,49.6395874,注意,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,62,2016/05/05,"http://www.town.mashiki.lg.jp/kiji/pub/default.aspx?c_id=136
http://www.town.mashiki.lg.jp/kiji/pub/detail.aspx?c_id=136&id=154
http://www.asahi.com/articles/ASJ4H0BTXJ4GUTIL0BB.html",,2016-07-10 22:57 +0900,藤田 周
（閉鎖）公民館飯野分館,公民館飯野分館,熊本県 上益城郡益城町 砥川 1735-1,32.761453,130.81492,12.93585873,注意,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,24,2016/05/05,"http://www.town.mashiki.lg.jp/kiji/pub/default.aspx?c_id=136
http://www.town.mashiki.lg.jp/kiji/pub/detail.aspx?c_id=136&id=154
http://www.asahi.com/articles/ASJ4H0BTXJ4GUTIL0BB.html",,2016-07-10 22:57 +0900,藤田 周
（閉鎖）益城町公民館津森分館,益城町公民館津森分館,熊本県 上益城郡益城町 上陳 363-1,32.802623,130.852386,34.70704651,注意,不明,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,（まだ入力されていません）,,閉鎖,,閉鎖,,,5,2016/05/05,"http://www.town.mashiki.lg.jp/kiji/pub/default.aspx?c_id=136
http://www.town.mashiki.lg.jp/kiji/pub/detail.aspx?c_id=136&id=154
http://www.asahi.com/articles/ASJ4H0BTXJ4GUTIL0BB.html",,2016-07-10 22:57 +0900,藤田 周
